PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27122563","Habituation in non-neural organisms: evidence from slime moulds","Boisseau RP, Vogel D, Dussutour A.","Proc Biol Sci. 2016 Apr 27;283(1829):20160446. doi: 10.1098/rspb.2016.0446.","Boisseau RP","Proc Biol Sci","2016","2016/04/29","PMC4855389","","10.1098/rspb.2016.0446"
"28165489","The interrelated effect of sleep and learning in dogs (Canis familiaris); an EEG and behavioural study","Kis A, Szakadát S, Gácsi M, Kovács E, Simor P, Török C, Gombos F, Bódizs R, Topál J.","Sci Rep. 2017 Feb 6;7:41873. doi: 10.1038/srep41873.","Kis A","Sci Rep","2017","2017/02/07","PMC5292958","","10.1038/srep41873"
"29110920","Flow generation by the corona ciliata in Chaetognatha - quantification and implications for current functional hypotheses","Bleich S, Müller CHG, Graf G, Hanke W.","Zoology (Jena). 2017 Dec;125:79-86. doi: 10.1016/j.zool.2017.09.001. Epub 2017 Oct 8.","Bleich S","Zoology (Jena)","2017","2017/11/08","","","10.1016/j.zool.2017.09.001"
"27243627","Social Structure and Genetic Distance Mediate Nestmate Recognition and Aggressiveness in the Facultative Polygynous Ant Pheidole pallidula","Fournier D, de Biseau JC, De Laet S, Lenoir A, Passera L, Aron S.","PLoS One. 2016 May 31;11(5):e0156440. doi: 10.1371/journal.pone.0156440. eCollection 2016.","Fournier D","PLoS One","2016","2016/06/01","PMC4886963","","10.1371/journal.pone.0156440"
"27815944","A locally-blazed ant trail achieves efficient collective navigation despite limited information","Fonio E, Heyman Y, Boczkowski L, Gelblum A, Kosowski A, Korman A, Feinerman O.","Elife. 2016 Nov 5;5:e20185. doi: 10.7554/eLife.20185.","Fonio E","Elife","2016","2016/11/06","PMC5142812","","10.7554/eLife.20185"
"31501336","Chestnut-crowned babbler calls are composed of meaningless shared building blocks","Engesser S, Holub JL, O'Neill LG, Russell AF, Townsend SW.","Proc Natl Acad Sci U S A. 2019 Sep 24;116(39):19579-19584. doi: 10.1073/pnas.1819513116. Epub 2019 Sep 9.","Engesser S","Proc Natl Acad Sci U S A","2019","2019/09/11","PMC6765311","","10.1073/pnas.1819513116"
"26805030","Evolutionary signals of selection on cognition from the great tit genome and methylome","Laine VN, Gossmann TI, Schachtschneider KM, Garroway CJ, Madsen O, Verhoeven KJ, de Jager V, Megens HJ, Warren WC, Minx P, Crooijmans RP, Corcoran P; Great Tit HapMap Consortium, Sheldon BC, Slate J, Zeng K, van Oers K, Visser ME, Groenen MA.","Nat Commun. 2016 Jan 25;7:10474. doi: 10.1038/ncomms10474.","Laine VN","Nat Commun","2016","2016/01/26","PMC4737754","","10.1038/ncomms10474"
"26939544","Antarctic skuas recognize individual humans","Lee WY, Han YD, Lee SI, Jablonski PG, Jung JW, Kim JH.","Anim Cogn. 2016 Jul;19(4):861-5. doi: 10.1007/s10071-016-0970-9. Epub 2016 Mar 3.","Lee WY","Anim Cogn","2016","2016/03/05","","","10.1007/s10071-016-0970-9"
"29071450","Parasitoid wasps' exposure to host-infested plant volatiles affects their olfactory cognition of host-infested plants","Yoneya K, Uefune M, Takabayashi J.","Anim Cogn. 2018 Jan;21(1):79-86. doi: 10.1007/s10071-017-1141-3. Epub 2017 Oct 25.","Yoneya K","Anim Cogn","2018","2017/10/27","","","10.1007/s10071-017-1141-3"
"32946519","Recent phenological shifts of migratory birds at a Mediterranean spring stopover site: Species wintering in the Sahel advance passage more than tropical winterers","Maggini I, Cardinale M, Sundberg JH, Spina F, Fusani L.","PLoS One. 2020 Sep 18;15(9):e0239489. doi: 10.1371/journal.pone.0239489. eCollection 2020.","Maggini I","PLoS One","2020","2020/09/18","PMC7500615","","10.1371/journal.pone.0239489"
"32602664","Geometry of the ideal free distribution: individual behavioural variation and annual reproductive success in aggregations of a social ungulate","Bonar M, Lewis KP, Webber QMR, Dobbin M, Laforge MP, Vander Wal E.","Ecol Lett. 2020 Sep;23(9):1360-1369. doi: 10.1111/ele.13563. Epub 2020 Jun 30.","Bonar M","Ecol Lett","2020","2020/07/01","","","10.1111/ele.13563"
"29743545","Caller characteristics influence recruitment to collective anti-predator events in jackdaws","Woods RD, Kings M, McIvor GE, Thornton A.","Sci Rep. 2018 May 9;8(1):7343. doi: 10.1038/s41598-018-25793-y.","Woods RD","Sci Rep","2018","2018/05/11","PMC5943305","","10.1038/s41598-018-25793-y"
"28963599","Adaptation of the Aesop's Fable paradigm for use with raccoons (Procyon lotor): considerations for future application in non-avian and non-primate species","Stanton L, Davis E, Johnson S, Gilbert A, Benson-Amram S.","Anim Cogn. 2017 Nov;20(6):1147-1152. doi: 10.1007/s10071-017-1129-z. Epub 2017 Sep 29.","Stanton L","Anim Cogn","2017","2017/10/01","","","10.1007/s10071-017-1129-z"
"30174189","Payoff- and Sex-Biased Social Learning Interact in a Wild Primate Population","Bono AEJ, Whiten A, van Schaik C, Krützen M, Eichenberger F, Schnider A, van de Waal E.","Curr Biol. 2018 Sep 10;28(17):2800-2805.e4. doi: 10.1016/j.cub.2018.06.015. Epub 2018 Aug 30.","Bono AEJ","Curr Biol","2018","2018/09/04","","","10.1016/j.cub.2018.06.015"
"29974274","Consistent individual differences in associative learning speed are not linked to boldness in female Atlantic mollies","Sommer-Trembo C, Plath M.","Anim Cogn. 2018 Sep;21(5):661-670. doi: 10.1007/s10071-018-1201-3. Epub 2018 Jul 4.","Sommer-Trembo C","Anim Cogn","2018","2018/07/06","","","10.1007/s10071-018-1201-3"
"32290798","Reply to comment on Howard et al. (2019): 'Nothing to dance about: unclear evidence for symbolic representations and numerical competence in honeybees'","Howard SR, Avarguès-Weber A, Garcia JE, Greentree AD, Dyer AG.","Proc Biol Sci. 2020 Apr 29;287(1925):20200095. doi: 10.1098/rspb.2020.0095. Epub 2020 Apr 15.","Howard SR","Proc Biol Sci","2020","2020/04/16","PMC7211442","","10.1098/rspb.2020.0095"
"26984626","Cuttlefish see shape from shading, fine-tuning coloration in response to pictorial depth cues and directional illumination","Zylinski S, Osorio D, Johnsen S.","Proc Biol Sci. 2016 Mar 16;283(1826):20160062. doi: 10.1098/rspb.2016.0062.","Zylinski S","Proc Biol Sci","2016","2016/03/18","PMC4810872","","10.1098/rspb.2016.0062"
"26584824","Neuroprotective Effects of Icariin on Brain Metabolism, Mitochondrial Functions, and Cognition in Triple-Transgenic Alzheimer's Disease Mice","Chen YJ, Zheng HY, Huang XX, Han SX, Zhang DS, Ni JZ, He XY.","CNS Neurosci Ther. 2016 Jan;22(1):63-73. doi: 10.1111/cns.12473. Epub 2015 Nov 20.","Chen YJ","CNS Neurosci Ther","2016","2015/11/21","PMC6492894","","10.1111/cns.12473"
"32961092","Heliconiini butterflies can learn time-dependent reward associations","Toure MW, Young FJ, McMillan WO, Montgomery SH.","Biol Lett. 2020 Sep;16(9):20200424. doi: 10.1098/rsbl.2020.0424. Epub 2020 Sep 23.","Toure MW","Biol Lett","2020","2020/09/22","PMC7532716","","10.1098/rsbl.2020.0424"
"28695214","Response to Lieberman on ""Monkey vocal tracts are speech-ready""","Fitch WT, de Boer B, Mathur N, Ghazanfar AA.","Sci Adv. 2017 Jul 7;3(7):e1701859. doi: 10.1126/sciadv.1701859. eCollection 2017 Jul.","Fitch WT","Sci Adv","2017","2017/07/12","PMC5501503","","10.1126/sciadv.1701859"
"28684773","The temporal dependence of exploration on neotic style in birds","O'Hara M, Mioduszewska B, von Bayern A, Auersperg A, Bugnyar T, Wilkinson A, Huber L, Gajdon GK.","Sci Rep. 2017 Jul 6;7(1):4742. doi: 10.1038/s41598-017-04751-0.","O'Hara M","Sci Rep","2017","2017/07/08","PMC5500574","","10.1038/s41598-017-04751-0"
"27086302","Comparing species decisions in a dichotomous choice task: adjusting task parameters improves performance in monkeys","Prétôt L, Bshary R, Brosnan SF.","Anim Cogn. 2016 Jul;19(4):819-34. doi: 10.1007/s10071-016-0981-6. Epub 2016 Apr 16.","Prétôt L","Anim Cogn","2016","2016/04/18","","","10.1007/s10071-016-0981-6"
"31069567","Experimental evidence for heterospecific alarm signal recognition via associative learning in wild capuchin monkeys","Wheeler BC, Fahy M, Tiddi B.","Anim Cogn. 2019 Sep;22(5):687-695. doi: 10.1007/s10071-019-01264-3. Epub 2019 May 8.","Wheeler BC","Anim Cogn","2019","2019/05/10","PMC6687673","","10.1007/s10071-019-01264-3"
"27465436","Selenomethionine reduces the deposition of beta-amyloid plaques by modulating β-secretase and enhancing selenoenzymatic activity in a mouse model of Alzheimer's disease","Zhang ZH, Chen C, Wu QY, Zheng R, Liu Q, Ni JZ, Hoffmann PR, Song GL.","Metallomics. 2016 Aug 1;8(8):782-9. doi: 10.1039/c6mt00117c.","Zhang ZH","Metallomics","2016","2016/07/29","","","10.1039/c6mt00117c"
"30300404","Emotional responses to conspecific distress calls are modulated by affiliation in cockatiels (Nymphicus hollandicus)","Liévin-Bazin A, Pineaux M, Clerc O, Gahr M, von Bayern AMP, Bovet D.","PLoS One. 2018 Oct 9;13(10):e0205314. doi: 10.1371/journal.pone.0205314. eCollection 2018.","Liévin-Bazin A","PLoS One","2018","2018/10/10","PMC6177178","","10.1371/journal.pone.0205314"
"30167927","Copy if dissatisfied, innovate if not: contrasting egg-laying decision making in an insect","Otake R, Dobata S.","Anim Cogn. 2018 Nov;21(6):805-812. doi: 10.1007/s10071-018-1212-0. Epub 2018 Aug 30.","Otake R","Anim Cogn","2018","2018/09/01","","","10.1007/s10071-018-1212-0"
"30217439","Dopaminergic neurons are preferentially responsive to advertisement calls and co-active with social behavior network nuclei in sneaker male midshipman fish","Ghahramani ZN, Timothy M, Varughese J, Sisneros JA, Forlano PM.","Brain Res. 2018 Dec 15;1701:177-188. doi: 10.1016/j.brainres.2018.09.014. Epub 2018 Sep 11.","Ghahramani ZN","Brain Res","2018","2018/09/16","","","10.1016/j.brainres.2018.09.014"
"29787573","Male resource defense mating system in primates? An experimental test in wild capuchin monkeys","Tiddi B, Heistermann M, Fahy MK, Wheeler BC.","PLoS One. 2018 May 22;13(5):e0197020. doi: 10.1371/journal.pone.0197020. eCollection 2018.","Tiddi B","PLoS One","2018","2018/05/23","PMC5963770","","10.1371/journal.pone.0197020"
"29858974","Where's the cookie? The ability of monkeys to track object transpositions","Majecka K, Pietraszewski D.","Anim Cogn. 2018 Jul;21(4):603-611. doi: 10.1007/s10071-018-1195-x. Epub 2018 Jun 1.","Majecka K","Anim Cogn","2018","2018/06/03","PMC6004272","","10.1007/s10071-018-1195-x"
"29061685","Neuromuscular mechanisms of an elaborate wing display in the golden-collared manakin (Manacus vitellinus)","Fuxjager MJ, Fusani L, Goller F, Trost L, Maat AT, Gahr M, Chiver I, Ligon RM 4th, Chew J, Schlinger BA.","J Exp Biol. 2017 Dec 15;220(Pt 24):4681-4688. doi: 10.1242/jeb.167270. Epub 2017 Oct 23.","Fuxjager MJ","J Exp Biol","2017","2017/10/25","","","10.1242/jeb.167270"
"26820558","'Goats that stare at men'--revisited: do dwarf goats alter their behaviour in response to eye visibility and head direction of a human?","Nawroth C, von Borell E, Langbein J.","Anim Cogn. 2016 May;19(3):667-72. doi: 10.1007/s10071-016-0957-6. Epub 2016 Jan 28.","Nawroth C","Anim Cogn","2016","2016/01/29","","","10.1007/s10071-016-0957-6"
"27576530","Developmental lead exposure has mixed effects on butterfly cognitive processes","Philips KH, Kobiela ME, Snell-Rood EC.","Anim Cogn. 2017 Jan;20(1):87-96. doi: 10.1007/s10071-016-1029-7. Epub 2016 Aug 30.","Philips KH","Anim Cogn","2017","2016/09/01","","","10.1007/s10071-016-1029-7"
"28483429","Melanism is related to behavioural lateralization in nestling barn owls","Gaillard M, Scriba MF, Roulin A.","Behav Processes. 2017 Jul;140:139-143. doi: 10.1016/j.beproc.2017.05.006. Epub 2017 May 5.","Gaillard M","Behav Processes","2017","2017/05/10","","","10.1016/j.beproc.2017.05.006"
"30333265","Learning from others: an invasive lizard uses social information from both conspecifics and heterospecifics","Damas-Moreira I, Oliveira D, Santos JL, Riley JL, Harris DJ, Whiting MJ.","Biol Lett. 2018 Oct 17;14(10):20180532. doi: 10.1098/rsbl.2018.0532.","Damas-Moreira I","Biol Lett","2018","2018/10/19","PMC6227858","","10.1098/rsbl.2018.0532"
"29487151","Detection and direction discrimination of single vortex rings by harbour seals (Phoca vitulina)","Krüger Y, Hanke W, Miersch L, Dehnhardt G.","J Exp Biol. 2018 Apr 25;221(Pt 8):jeb170753. doi: 10.1242/jeb.170753.","Krüger Y","J Exp Biol","2018","2018/03/01","","","10.1242/jeb.170753"
"29018218","Associative visual learning by tethered bees in a controlled visual environment","Buatois A, Pichot C, Schultheiss P, Sandoz JC, Lazzari CR, Chittka L, Avarguès-Weber A, Giurfa M.","Sci Rep. 2017 Oct 10;7(1):12903. doi: 10.1038/s41598-017-12631-w.","Buatois A","Sci Rep","2017","2017/10/12","PMC5635106","","10.1038/s41598-017-12631-w"
"28902470","Female fecundity and offspring survival are not increased through sexual cannibalism in the spider Larinioides sclopetarius","Deventer SA, Herberstein ME, Mayntz D, O'Hanlon JC, Schneider JM.","J Evol Biol. 2017 Dec;30(12):2146-2155. doi: 10.1111/jeb.13178. Epub 2017 Oct 20.","Deventer SA","J Evol Biol","2017","2017/09/14","","","10.1111/jeb.13178"
"27178464","Assessing sources of error in comparative analyses of primate behavior: Intraspecific variation in group size and the social brain hypothesis","Sandel AA, Miller JA, Mitani JC, Nunn CL, Patterson SK, Garamszegi LZ.","J Hum Evol. 2016 May;94:126-33. doi: 10.1016/j.jhevol.2016.03.007. Epub 2016 Apr 29.","Sandel AA","J Hum Evol","2016","2016/05/15","PMC5436711","NIHMS859681","10.1016/j.jhevol.2016.03.007"
"26781057","The execution of planned detours by spider-eating predators","Cross FR, Jackson RR.","J Exp Anal Behav. 2016 Jan;105(1):194-210. doi: 10.1002/jeab.189.","Cross FR","J Exp Anal Behav","2016","2016/01/20","PMC4751061","NIHMS744968","10.1002/jeab.189"
"27243451","The vocal repertoire of Tibetan macaques (Macaca thibetana): A quantitative classification","Bernstein SK, Sheeran LK, Wagner RS, Li JH, Koda H.","Am J Primatol. 2016 Sep;78(9):937-49. doi: 10.1002/ajp.22564. Epub 2016 May 31.","Bernstein SK","Am J Primatol","2016","2016/06/01","","","10.1002/ajp.22564"
"27864050","Ancestry trumps experience: Transgenerational but not early life stress affects the adult physiological stress response","McCormick GL, Robbins TR, Cavigelli SA, Langkilde T.","Horm Behav. 2017 Jan;87:115-121. doi: 10.1016/j.yhbeh.2016.11.010. Epub 2016 Nov 15.","McCormick GL","Horm Behav","2017","2016/11/20","","","10.1016/j.yhbeh.2016.11.010"
"29930280","Wild Norway Rats Do Not Avoid Predator Scents When Collecting Food in a Familiar Habitat: A Field Study","Stryjek R, Mioduszewska B, Spaltabaka-Gędek E, Juszczak GR.","Sci Rep. 2018 Jun 21;8(1):9475. doi: 10.1038/s41598-018-27054-4.","Stryjek R","Sci Rep","2018","2018/06/23","PMC6013492","","10.1038/s41598-018-27054-4"
"27437926","A novel tool-use mode in animals: New Caledonian crows insert tools to transport objects","Jacobs IF, von Bayern A, Osvath M.","Anim Cogn. 2016 Nov;19(6):1249-1252. doi: 10.1007/s10071-016-1016-z. Epub 2016 Jul 20.","Jacobs IF","Anim Cogn","2016","2016/07/21","PMC5054045","","10.1007/s10071-016-1016-z"
"26834589","Parallel Olfactory Processing in the Honey Bee Brain: Odor Learning and Generalization under Selective Lesion of a Projection Neuron Tract","Carcaud J, Giurfa M, Sandoz JC.","Front Integr Neurosci. 2016 Jan 19;9:75. doi: 10.3389/fnint.2015.00075. eCollection 2015.","Carcaud J","Front Integr Neurosci","2016","2016/02/03","PMC4717326","","10.3389/fnint.2015.00075"
"27475207","Classification and automatic transcription of primate calls","Versteegh M, Kuhn J, Synnaeve G, Ravaux L, Chemla E, Cäsar C, Fuller J, Murphy D, Schel A, Dunbar E.","J Acoust Soc Am. 2016 Jul;140(1):EL26. doi: 10.1121/1.4954887.","Versteegh M","J Acoust Soc Am","2016","2016/08/01","","","10.1121/1.4954887"
"28856458","Floral guidance of learning a preference for symmetry by bumblebees","Plowright CMS, Bridger JJM, Xu V, Herlehy RA, Collin CA.","Anim Cogn. 2017 Nov;20(6):1115-1127. doi: 10.1007/s10071-017-1128-0. Epub 2017 Aug 30.","Plowright CMS","Anim Cogn","2017","2017/09/01","","","10.1007/s10071-017-1128-0"
"27579491","Does the Structure of Female Rhesus Macaque Coo Calls Reflect Relatedness and/or Familiarity?","Pfefferle D, Hammerschmidt K, Mundry R, Ruiz-Lambides AV, Fischer J, Widdig A.","PLoS One. 2016 Aug 31;11(8):e0161133. doi: 10.1371/journal.pone.0161133. eCollection 2016.","Pfefferle D","PLoS One","2016","2016/09/01","PMC5007041","","10.1371/journal.pone.0161133"
"29070719","Higher iridescent-to-pigment optical effect in flowers facilitates learning, memory and generalization in foraging bumblebees","de Premorel G, Giurfa M, Andraud C, Gomez D.","Proc Biol Sci. 2017 Oct 25;284(1865):20171097. doi: 10.1098/rspb.2017.1097.","de Premorel G","Proc Biol Sci","2017","2017/10/27","PMC5666091","","10.1098/rspb.2017.1097"
"27357664","Insects cannot tell us anything about subjective experience or the origin of consciousness","Key B, Arlinghaus R, Browman HI.","Proc Natl Acad Sci U S A. 2016 Jul 5;113(27):E3813. doi: 10.1073/pnas.1606835113. Epub 2016 Jun 28.","Key B","Proc Natl Acad Sci U S A","2016","2016/07/01","PMC4941505","","10.1073/pnas.1606835113"
"26763219","Sexual harassment induces a temporary fitness cost but does not constrain the acquisition of environmental information in fruit flies","Teseo S, Veerus L, Moreno C, Mery F.","Biol Lett. 2016 Jan;12(1):20150917. doi: 10.1098/rsbl.2015.0917.","Teseo S","Biol Lett","2016","2016/01/15","PMC4785929","","10.1098/rsbl.2015.0917"
"27299293","There's no ball without noise: cats' prediction of an object from noise","Takagi S, Arahori M, Chijiiwa H, Tsuzuki M, Hataji Y, Fujita K.","Anim Cogn. 2016 Sep;19(5):1043-7. doi: 10.1007/s10071-016-1001-6. Epub 2016 Jun 14.","Takagi S","Anim Cogn","2016","2016/06/15","","","10.1007/s10071-016-1001-6"
"28864563","Induced parental care in a poison frog: a tadpole cross-fostering experiment","Pašukonis A, Beck KB, Fischer MT, Weinlein S, Stückler S, Ringler E.","J Exp Biol. 2017 Nov 1;220(Pt 21):3949-3954. doi: 10.1242/jeb.165126. Epub 2017 Sep 1.","Pašukonis A","J Exp Biol","2017","2017/09/03","PMC5702076","","10.1242/jeb.165126"
"28167803","Saccadic movement strategy in a semiaquatic species - the harbour seal (Phoca vitulina)","Geurten BRH, Niesterok B, Dehnhardt G, Hanke FD.","J Exp Biol. 2017 Apr 15;220(Pt 8):1503-1508. doi: 10.1242/jeb.150763. Epub 2017 Feb 6.","Geurten BRH","J Exp Biol","2017","2017/02/08","","","10.1242/jeb.150763"
